MaDotBiTich;NgayBiTich;MoTa;LinhMuc;LoaiBiTich;NoiBiTich;UpdateDate;MaGiaoXuRieng;DeleteClient
1078;07/08/1988;Đợt bí tích ngày 07 tháng 08 năm 1988;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1079;05/06/1988;Đợt bí tích ngày 05 tháng 06 năm 1988;Giuse Nguyễn Mạnh Khải;0;Mỹ Luông;2014-09-16 08:34:28;;0
1080;09/10/1988;Đợt bí tích ngày 09 tháng 10 năm 1988;Đaminh Hoàng Văn Tiên;0;Ngô Xá;2014-09-16 08:34:28;;0
1081;04/09/1988;Đợt bí tích ngày 04 tháng 09 năm 1988;Đaminh Hoàng Văn Tiên;0;Ngô Xá;2014-09-16 08:34:28;;0
1082;20/05/1988;Đợt bí tích ngày 20 tháng 05 năm 1988;;0;Hà Nội;2014-09-16 08:34:28;;0
1083;06/02/1988;Đợt bí tích ngày 06 tháng 02 năm 1988;Đaminh Trần Văn Minh;0;Lộc Hòa;2014-09-16 08:34:28;;0
1084;04/12/1988;Đợt bí tích ngày 04 tháng 12 năm 1988;Vinh Sơn Nguyễn Ngọc Quý;0;Bình Lộc;2014-09-16 08:34:28;;0
1085;02/10/1988;Đợt bí tích ngày 02 tháng 10 năm 1988;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1086;06/02/1988;Đợt bí tích ngày 06 tháng 02 năm 1988;Lm. Giuse Phạm Văn Hữu;0;Cẩm Đường;2014-09-16 08:34:28;;0
1087;04/10/1988;Đợt bí tích ngày 04 tháng 10 năm 1988;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1088;06/11/1988;Đợt bí tích ngày 06 tháng 11 năm 1988;G B Trần Văn Hộ;0;Hòa Bình;2014-09-16 08:34:28;;0
1089;04/06/1989;Đợt bí tích ngày 04 tháng 06 năm 1989;Lm G B Mai Đức Long;0;Gx Thánh Gia;2014-09-16 08:34:28;;0
1090;25/03/1989;Đợt bí tích ngày 25 tháng 03 năm 1989;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1091;01/01/1989;Đợt bí tích ngày 01 tháng 01 năm 1989;Augustino Vũ Văn Hương;0;Thọ Cách, Gx Vân Am;2014-09-16 08:34:28;;0
1092;01/06/1989;Đợt bí tích ngày 01 tháng 06 năm 1989;Tôma Trần Văn Đại;0;Long Thuận;2014-09-16 08:34:28;;0
1093;07/05/1989;Đợt bí tích ngày 07 tháng 05 năm 1989;;0;Gx Hòa Bình;2014-09-16 08:34:28;;0
1094;02/04/1989;Đợt bí tích ngày 02 tháng 04 năm 1989;;0;Gx Phú Sơn;2014-09-16 08:34:28;;0
1095;18/06/1989;Đợt bí tích ngày 18 tháng 06 năm 1989;Đaminh Phong;0;Sài Quất;2014-09-16 08:34:28;;0
1096;03/09/1989;Đợt bí tích ngày 03 tháng 09 năm 1989;;0;Gx An Dũng, Gp Long Xuyên;2014-09-16 08:34:28;;0
1097;02/12/1989;Đợt bí tích ngày 02 tháng 12 năm 1989;;0;Gx Xuân Thịnh;2014-09-16 08:34:28;;0
1098;06/08/1989;Đợt bí tích ngày 06 tháng 08 năm 1989;;0;Gx Ngô Xá;2014-09-16 08:34:28;;0
1099;02/07/1989;Đợt bí tích ngày 02 tháng 07 năm 1989;;0;Gx Bùi Chu;2014-09-16 08:34:28;;0
1100;02/07/1989;Đợt bí tích ngày 02 tháng 07 năm 1989;Ông Trùm Giuse Kiều;0;Họ Thống Nhất;2014-09-16 08:34:28;;0
1122;12/03/1989;Đợt bí tích ngày 12 tháng 03 năm 1989;Toma Sum;0;Biên Hòa;2014-09-16 08:34:28;;0
1123;03/12/1989;Đợt bí tích ngày 03 tháng 12 năm 1989;Giuse Phạm Văn Hữu;0;Cẩm Đường;2014-09-16 08:34:28;;0
1124;25/12/1989;Đợt bí tích ngày 25 tháng 12 năm 1989;Lm. Raphael Nguyễn Văn Chúc, O P;0;Đền Thánh Martin Hố Nai;2014-09-16 08:34:28;;0
1125;07/10/1990;Đợt bí tích ngày 07 tháng 10 năm 1990;Lm Giuse Nguyễn Hương Mạch;0;Gx Đại Điền;2014-09-16 08:34:28;;0
1126;04/02/1990;Đợt bí tích ngày 04 tháng 02 năm 1990;;0;Bùi Chu;2014-09-16 08:34:28;;0
1127;26/08/1990;Đợt bí tích ngày 26 tháng 08 năm 1990;;0;Gx. Sài Quất;2014-09-16 08:34:28;;0
1128;01/12/1990;Đợt bí tích ngày 01 tháng 12 năm 1990;;0;Tân Lập 2, Cây Gáo;2014-09-16 08:34:28;;0
1129;11/09/1990;Đợt bí tích ngày 11 tháng 09 năm 1990;Đaminh Nguyễn Trung Thành;0;Thái Hòa;2014-09-16 08:34:28;;0
1130;01/11/1990;Đợt bí tích ngày 01 tháng 11 năm 1990;Augustinô Vũ Văn Hương;0;Vân Am;2014-09-16 08:34:28;;0
1131;02/09/1990;Đợt bí tích ngày 02 tháng 09 năm 1990;;0;Gx Đông Vinh;2014-09-16 08:34:28;;0
1132;05/03/1990;Đợt bí tích ngày 05 tháng 03 năm 1990;Đaminh Đặng Duy Hòa;0;Đông Vinh;2014-09-16 08:34:28;;0
1133;01/07/1990;Đợt bí tích ngày 01 tháng 07 năm 1990;;0;Gx Thánh Mẫu, Hạt Túc Trưng;2014-09-16 08:34:28;;0
1134;02/04/1990;Đợt bí tích ngày 02 tháng 04 năm 1990;;0;Gx Ngọc Đồng;2014-09-16 08:34:28;;0
1135;15/04/1990;Đợt bí tích ngày 15 tháng 04 năm 1990;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1136;08/12/1990;Đợt bí tích ngày 08 tháng 12 năm 1990;Đaminh Thuận;0;Ngọc Đồng;2014-09-16 08:34:28;;0
1137;07/10/1990;Đợt bí tích ngày 07 tháng 10 năm 1990;Giuse Đặng Sỹ Bình;0;Thánh Linh;2014-09-16 08:34:28;;0
1138;07/10/1990;Đợt bí tích ngày 07 tháng 10 năm 1990;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1139;04/09/1990;Đợt bí tích ngày 04 tháng 09 năm 1990;Giuse Phan Ngọc Tuyến;0;Tân Thành;2014-09-16 08:34:28;;0
1140;04/12/1990;Đợt bí tích ngày 04 tháng 12 năm 1990;Đaminh Nguyễn Đạt Tam;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1141;22/11/1990;Đợt bí tích ngày 22 tháng 11 năm 1990;Fx Đinh Quốc Thụy;0;Lương Hội;2014-09-16 08:34:28;;0
1142;14/04/1990;Đợt bí tích ngày 14 tháng 04 năm 1990;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1143;02/12/1990;Đợt bí tích ngày 02 tháng 12 năm 1990;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1166;09/09/1990;Đợt bí tích ngày 09 tháng 09 năm 1990;Lm. Rô-cô Đinh Hữu Phương;0;Phúc Hải;2014-09-16 08:34:29;;0
1167;02/12/1990;Đợt bí tích ngày 02 tháng 12 năm 1990;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1168;05/08/1990;Đợt bí tích ngày 05 tháng 08 năm 1990;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1169;04/02/1991;Đợt bí tích ngày 04 tháng 02 năm 1991;Lm Giuse Phạm Văn Hoàng;0;Gx Lộc Lâm;2014-09-16 08:34:29;;0
1170;02/06/1991;Đợt bí tích ngày 02 tháng 06 năm 1991;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1171;07/04/1991;Đợt bí tích ngày 07 tháng 04 năm 1991;;0;Gx Trung Đồng, Gp Thái Bình;2014-09-16 08:34:29;;0
1172;02/11/1991;Đợt bí tích ngày 02 tháng 11 năm 1991;;0;Gx Hà Vinh, Gp Thanh Hóa;2014-09-16 08:34:29;;0
1173;04/11/1991;Đợt bí tích ngày 04 tháng 11 năm 1991;Phó Tế Antôn Nguyễn Tự Cường;0;Gx Ngọc Đồng;2014-09-16 08:34:29;;0
1174;05/05/1991;Đợt bí tích ngày 05 tháng 05 năm 1991;Lm G M T Nguyễn Vinh Thiên;0;Gx Lộ Đức;2014-09-16 08:34:29;;0
1175;10/11/1991;Đợt bí tích ngày 10 tháng 11 năm 1991;;0;La Ngà;2014-09-16 08:34:29;;0
1176;21/07/1991;Đợt bí tích ngày 21 tháng 07 năm 1991;Lm Giuse Maria Trần Xuân Chiêu;0;Nhà Thờ Phương Xá;2014-09-16 08:34:29;;0
1177;29/12/1991;Đợt bí tích ngày 29 tháng 12 năm 1991;;0;Gx Giang Điền;2014-09-16 08:34:29;;0
1178;05/08/1991;Đợt bí tích ngày 05 tháng 08 năm 1991;Đaminh Đặng Duy Hòa;0;Đông Vinh;2014-09-16 08:34:29;;0
1179;02/06/1991;Đợt bí tích ngày 02 tháng 06 năm 1991;Anton Maria Ngọc Thụy;0;Thánh Tâm;2014-09-16 08:34:29;;0
1180;02/06/1991;Đợt bí tích ngày 02 tháng 06 năm 1991;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1181;03/02/1991;Đợt bí tích ngày 03 tháng 02 năm 1991;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1182;09/12/1991;Đợt bí tích ngày 09 tháng 12 năm 1991;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1183;01/12/1991;Đợt bí tích ngày 01 tháng 12 năm 1991;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1184;05/08/1991;Đợt bí tích ngày 05 tháng 08 năm 1991;Phó Tế An-tôn Phan Tự Cường;0;Ngọc Đồng;2014-09-16 08:34:29;;0
1185;06/10/1991;Đợt bí tích ngày 06 tháng 10 năm 1991;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1186;04/08/1991;Đợt bí tích ngày 04 tháng 08 năm 1991;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1209;02/10/1992;Đợt bí tích ngày 02 tháng 10 năm 1992;;0;Gx Phú Đa, Tgp Hà Nội;2014-09-16 08:34:29;;0
1210;17/08/1992;Đợt bí tích ngày 17 tháng 08 năm 1992;Augustinô Vũ Văn Hương;0;Vân Am;2014-09-16 08:34:29;;0
1211;03/05/1992;Đợt bí tích ngày 03 tháng 05 năm 1992;;0;Gx Quảng Tâm;2014-09-16 08:34:29;;0
1212;06/09/1992;Đợt bí tích ngày 06 tháng 09 năm 1992;;0;Bùi Chu;2014-09-16 08:34:29;;0
1213;09/04/1992;Đợt bí tích ngày 09 tháng 04 năm 1992;Lm. Gioakim Nguyễn Duy Thiên;0;Gx. Quỳnh Ngọc;2014-09-16 08:34:29;;0
1214;06/04/1992;Đợt bí tích ngày 06 tháng 04 năm 1992;;0;Ngọc Đồng;2014-09-16 08:34:29;;0
1215;01/11/1992;Đợt bí tích ngày 01 tháng 11 năm 1992;;0;Gx Bùi Chu;2014-09-16 08:34:29;;0
1216;25/10/1992;Đợt bí tích ngày 25 tháng 10 năm 1992;Lm Antôn Nguyễn Đức Hiếu, O P;0;Giáo Họ Giuse, Gx Thiên Ân;2014-09-16 08:34:29;;0
1217;15/04/1992;Đợt bí tích ngày 15 tháng 04 năm 1992;;0;Thái Hòa;2014-09-16 08:34:29;;0
1218;05/01/1992;Đợt bí tích ngày 05 tháng 01 năm 1992;Lm Giuse Phạm Văn Hoàng;0;Gx Lộc Lâm;2014-09-16 08:34:29;;0
1219;27/12/1992;Đợt bí tích ngày 27 tháng 12 năm 1992;;0;Gx. Sài Quất;2014-09-16 08:34:29;;0
1220;06/12/1992;Đợt bí tích ngày 06 tháng 12 năm 1992;;0;Gx Tân Cang;2014-09-16 08:34:29;;0
1221;13/12/1992;Đợt bí tích ngày 13 tháng 12 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1222;07/06/1992;Đợt bí tích ngày 07 tháng 06 năm 1992;F.x. Nguyễn Đức Đạt;0;Thánh Tâm;2014-09-16 08:34:29;;0
1223;18/04/1992;Đợt bí tích ngày 18 tháng 04 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1224;02/04/1992;Đợt bí tích ngày 02 tháng 04 năm 1992;Tôma Nguyễn Văn Khiêm;0;Hàng Sao;2014-09-16 08:34:29;;0
1225;05/07/1992;Đợt bí tích ngày 05 tháng 07 năm 1992;Vinh-sơn Ngô Minh Tuấn;0;Biên Hòa;2014-09-16 08:34:29;;0
1226;07/06/1992;Đợt bí tích ngày 07 tháng 06 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1227;04/10/1992;Đợt bí tích ngày 04 tháng 10 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1228;08/04/1992;Đợt bí tích ngày 08 tháng 04 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1229;02/08/1992;Đợt bí tích ngày 02 tháng 08 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1230;02/02/1992;Đợt bí tích ngày 02 tháng 02 năm 1992;Đaminh Đặng Duy Hòa;0;Đông Vinh;2014-09-16 08:34:29;;0
1231;09/08/1992;Đợt bí tích ngày 09 tháng 08 năm 1992;;0;Bình Lợi;2014-09-16 08:34:29;;0
1232;02/02/1992;Đợt bí tích ngày 02 tháng 02 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1233;08/11/1992;Đợt bí tích ngày 08 tháng 11 năm 1992;Phero Vương Văn Tuyên;0;Nam Hải;2014-09-16 08:34:29;;0
1234;09/10/1992;Đợt bí tích ngày 09 tháng 10 năm 1992;Gmt Nguyễn Vinh Thiên;0;Lộ Đức;2014-09-16 08:34:29;;0
1235;22/12/1992;Đợt bí tích ngày 22 tháng 12 năm 1992;Lm. Raphael Nguyễn Văn Chúc, O P;0;Đền Thánh Martin;2014-09-16 08:34:29;;0
1236;06/10/1992;Đợt bí tích ngày 06 tháng 10 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1237;17/06/1992;Đợt bí tích ngày 17 tháng 06 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1238;06/12/1992;Đợt bí tích ngày 06 tháng 12 năm 1992;Giuse Đặng Sỹ Bình;0;Thánh Linh;2014-09-16 08:34:29;;0
1239;02/03/1992;Đợt bí tích ngày 02 tháng 03 năm 1992;Anton Phan Tự Cường;0;Ngọc Đồng;2014-09-16 08:34:29;;0
1240;06/09/1992;Đợt bí tích ngày 06 tháng 09 năm 1992;Giuse Phạm Văn Hoàng;0;Lộc Lâm;2014-09-16 08:34:29;;0
1241;03/05/1992;Đợt bí tích ngày 03 tháng 05 năm 1992;Đaminh Phạm Kiến Thành;0;Xuân Bình;2014-09-16 08:34:29;;0
1242;18/04/1992;Đợt bí tích ngày 18 tháng 04 năm 1992;;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1243;13/12/1992;Đợt bí tích ngày 13 tháng 12 năm 1992;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1244;26/01/1992;Đợt bí tích ngày 26 tháng 01 năm 1992;Đaminh Nguyễn Hưng Phong;0;Sài Quất;2014-09-16 08:34:29;;0
1245;05/11/1992;Đợt bí tích ngày 05 tháng 11 năm 1992;Đaminh Trần Ngọc Tuất;0;Ninh Mỹ;2014-09-16 08:34:29;;0
1246;13/12/1992;Đợt bí tích ngày 13 tháng 12 năm 1992;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1247;14/04/1992;Đợt bí tích ngày 14 tháng 04 năm 1992;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1248;07/06/1992;Đợt bí tích ngày 07 tháng 06 năm 1992;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1249;20/08/1992;Đợt bí tích ngày 20 tháng 08 năm 1992;Giuse Trần Xuân Chiêu;0;Phục Lễ;2014-09-16 08:34:29;;0
1250;26/02/1992;Đợt bí tích ngày 26 tháng 02 năm 1992;Tu Sĩ Phaolo Võ Thành Long;0;Tân Thành;2014-09-16 08:34:29;;0
1251;08/04/1992;Đợt bí tích ngày 08 tháng 04 năm 1992;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1252;05/01/1992;Đợt bí tích ngày 05 tháng 01 năm 1992;Gmt Nguyễn Vinh Thiên;0;Lộ Đức;2014-09-16 08:34:29;;0
1253;06/12/1992;Đợt bí tích ngày 06 tháng 12 năm 1992;Vinhson Ngô Minh Tuấn;0;Biên Hòa;2014-09-16 08:34:29;;0
1254;27/06/1992;Đợt bí tích ngày 27 tháng 06 năm 1992;Tự;0;Đền Thánh Martin;2014-09-16 08:34:30;;0
1255;22/11/1992;Đợt bí tích ngày 22 tháng 11 năm 1992;Gioan Baotixita Đinh Tiến Hướng;0;Phú Sơn;2014-09-16 08:34:30;;0
1256;05/07/1992;Đợt bí tích ngày 05 tháng 07 năm 1992;Bùi Quốc Khánh;0;Hòa Bình;2014-09-16 08:34:30;;0
1257;26/04/1992;Đợt bí tích ngày 26 tháng 04 năm 1992;Luca Nguyễn Thanh Bình;0;Mỹ Hòa;2014-09-16 08:34:30;;0
1258;09/08/1992;Đợt bí tích ngày 09 tháng 08 năm 1992;Rô-cô Đinh Hữu Phương;0;Phúc Hải;2014-09-16 08:34:30;;0
1259;07/11/1992;Đợt bí tích ngày 07 tháng 11 năm 1992;Đaminh Trần Văn Minh;0;Lộc Hòa;2014-09-16 08:34:30;;0
1260;23/12/1992;Đợt bí tích ngày 23 tháng 12 năm 1992;Bắc Mô;0;Indonesia;2014-09-16 08:34:30;;0
1261;05/04/1992;Đợt bí tích ngày 05 tháng 04 năm 1992;Đaminh Đặng Duy Hòa;0;Đông Vinh;2014-09-16 08:34:30;;0
1262;08/11/1992;Đợt bí tích ngày 08 tháng 11 năm 1992;Fx Nguyễn Đức Đạt O P;0;Thánh Tâm;2014-09-16 08:34:30;;0
1263;04/04/1992;Đợt bí tích ngày 04 tháng 04 năm 1992;;0;Gx Đông Vinh;2014-09-16 08:34:30;;0
1264;01/03/1992;Đợt bí tích ngày 01 tháng 03 năm 1992;G B Trần Văn Hộ;0;Hòa Bình;2014-09-16 08:34:30;;0
1265;16/09/1993;Đợt bí tích ngày 16 tháng 09 năm 1993;Lm G B Mai Đức Long;0;Gx Thánh Gia;2014-09-16 08:34:30;;0
1266;01/11/1993;Đợt bí tích ngày 01 tháng 11 năm 1993;Phó Tế Antôn Nguyễn Tự Cường;0;Gx Ngọc Đồng;2014-09-16 08:34:30;;0
1267;29/12/1993;Đợt bí tích ngày 29 tháng 12 năm 1993;Lm G B Phạm Ngọc Châu;0;Nhà Thờ Phương Xá;2014-09-16 08:34:30;;0
1268;04/10/1993;Đợt bí tích ngày 04 tháng 10 năm 1993;Lm. Augustinô Vũ Văn Hương;0;Thọ Cách, Gx Vân Am;2014-09-16 08:34:30;;0
1269;02/05/1993;Đợt bí tích ngày 02 tháng 05 năm 1993;;0;Gx Tân Bắc;2014-09-16 08:34:30;;0
1270;21/05/1993;Đợt bí tích ngày 21 tháng 05 năm 1993;Lm. Đaminh Hoàng Văn Kiểu;0;Gx Văn Giáo, Gp Bùi Chu;2014-09-16 08:34:30;;0
1271;11/04/1993;Đợt bí tích ngày 11 tháng 04 năm 1993;F.x. Nguyễn Viết Linh;0;Tu Viện Mẫu Tâm;2014-09-16 08:34:30;;0
1272;09/05/1993;Đợt bí tích ngày 09 tháng 05 năm 1993;;0;Gx Ngọc Đồng;2014-09-16 08:34:30;;0
1273;27/04/1993;Đợt bí tích ngày 27 tháng 04 năm 1993;;0;Gx Xuân Phú;2014-09-16 08:34:30;;0
1274;10/04/1993;Đợt bí tích ngày 10 tháng 04 năm 1993;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:30;;0
1275;07/02/1993;Đợt bí tích ngày 07 tháng 02 năm 1993;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:30;;0
1101;06/08/1989;Đợt bí tích ngày 06 tháng 08 năm 1989;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1102;05/06/1989;Đợt bí tích ngày 05 tháng 06 năm 1989;Đaminh Thuận;0;Ngọc Đồng;2014-09-16 08:34:28;;0
1103;03/12/1989;Đợt bí tích ngày 03 tháng 12 năm 1989;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1104;01/10/1989;Đợt bí tích ngày 01 tháng 10 năm 1989;Giuse Nguyễn Văn Thanh;0;Bùi Chu;2014-09-16 08:34:28;;0
1105;01/10/1989;Đợt bí tích ngày 01 tháng 10 năm 1989;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1106;02/07/1989;Đợt bí tích ngày 02 tháng 07 năm 1989;Anton Nguyễn Ngọc Thụy;0;Thánh Tâm;2014-09-16 08:34:28;;0
1107;04/06/1989;Đợt bí tích ngày 04 tháng 06 năm 1989;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1108;18/11/1989;Đợt bí tích ngày 18 tháng 11 năm 1989;Hieronimo Phạm Quang Tự;0;Dòng Thánh Gioan Thiên Chúa;2014-09-16 08:34:28;;0
1109;06/03/1989;Đợt bí tích ngày 06 tháng 03 năm 1989;Đam Hoàng Bình Thuận;0;Ngọc Đồng;2014-09-16 08:34:28;;0
1110;25/03/1989;Đợt bí tích ngày 25 tháng 03 năm 1989;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1111;16/08/1989;Đợt bí tích ngày 16 tháng 08 năm 1989;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1112;08/07/1989;Đợt bí tích ngày 08 tháng 07 năm 1989;Giuse Nguyễn Kim Đoan;0;Bùi Thượng;2014-09-16 08:34:28;;0
1113;06/08/1989;Đợt bí tích ngày 06 tháng 08 năm 1989;Đaminh Đặng Duy Hòa;0;Đông Vinh;2014-09-16 08:34:28;;0
1114;15/02/1989;Đợt bí tích ngày 15 tháng 02 năm 1989;Anton Nguyễn Trọng Quý;0;Lai Ổn;2014-09-16 08:34:28;;0
1115;02/07/1989;Đợt bí tích ngày 02 tháng 07 năm 1989;Lm Giuse Phạm Ngọc Tuấn;0;Tân Bắc;2014-09-16 08:34:28;;0
1116;03/12/1989;Đợt bí tích ngày 03 tháng 12 năm 1989;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1117;05/08/1989;Đợt bí tích ngày 05 tháng 08 năm 1989;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1118;04/06/1989;Đợt bí tích ngày 04 tháng 06 năm 1989;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1119;05/02/1989;Đợt bí tích ngày 05 tháng 02 năm 1989;Phaolo Bùi Đức Kỳ;0;Mai Khôi, Tgp Sài Gòn;2014-09-16 08:34:28;;0
1120;06/08/1989;Đợt bí tích ngày 06 tháng 08 năm 1989;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:28;;0
1121;14/02/1989;Đợt bí tích ngày 14 tháng 02 năm 1989;Gmt Nguyễn Vinh Thiên;0;Lộ Đức;2014-09-16 08:34:28;;0
1144;05/08/1990;Đợt bí tích ngày 05 tháng 08 năm 1990;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1145;03/06/1990;Đợt bí tích ngày 03 tháng 06 năm 1990;Đam Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1146;12/10/1990;Đợt bí tích ngày 12 tháng 10 năm 1990;Anton Nguyễn Văn Huề;0;Họ Giuse;2014-09-16 08:34:29;;0
1147;04/02/1990;Đợt bí tích ngày 04 tháng 02 năm 1990;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1148;03/06/1990;Đợt bí tích ngày 03 tháng 06 năm 1990;Micae Nguyễn Hữu Kiều;0;Thánh Mẫu;2014-09-16 08:34:29;;0
1149;14/04/1990;Đợt bí tích ngày 14 tháng 04 năm 1990;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1150;21/01/1990;Đợt bí tích ngày 21 tháng 01 năm 1990;;0;Gx Mỹ Vân, Gp Phú Cường;2014-09-16 08:34:29;;0
1151;03/09/1990;Đợt bí tích ngày 03 tháng 09 năm 1990;Đaminh Nguyễn Trung Thành;0;Thái Hòa;2014-09-16 08:34:29;;0
1152;03/06/1990;Đợt bí tích ngày 03 tháng 06 năm 1990;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1153;25/01/1990;Đợt bí tích ngày 25 tháng 01 năm 1990;Savio Trần Ngọc Tuyên;0;Dòng Gioan Thiên Chúa;2014-09-16 08:34:29;;0
1154;02/09/1990;Đợt bí tích ngày 02 tháng 09 năm 1990;Đỗ Phong;0;Sài Quất;2014-09-16 08:34:29;;0
1155;14/04/1990;Đợt bí tích ngày 14 tháng 04 năm 1990;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1156;08/01/1990;Đợt bí tích ngày 08 tháng 01 năm 1990;Đaminh Hoàng Bình Thuận;0;Ngọc Đồng;2014-09-16 08:34:29;;0
1157;07/10/1990;Đợt bí tích ngày 07 tháng 10 năm 1990;Đam. Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1158;03/06/1990;Đợt bí tích ngày 03 tháng 06 năm 1990;Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1159;05/01/1990;Đợt bí tích ngày 05 tháng 01 năm 1990;Đaminh Trần Thái Hiệp;0;Thái Xuân;2014-09-16 08:34:29;;0
1160;04/02/1990;Đợt bí tích ngày 04 tháng 02 năm 1990;Lm. Đaminh Nguyễn Văn Tòng;0;Ngũ Phúc;2014-09-16 08:34:29;;0
1161;04/03/1990;Đợt bí tích ngày 04 tháng 03 năm 1990;Đaminh Hoàng Văn Tiên;0;Ngô Xá;2014-09-16 08:34:29;;0
1162;25/01/1990;Đợt bí tích ngày 25 tháng 01 năm 1990;;0;Dòng Trợ Thế Thánh Gioan Thiên Chúa;2014-09-16 08:34:29;;0
1163;20/12/1990;Đợt bí tích ngày 20 tháng 12 năm 1990;Giuse Trần Xuân Chiêu;0;Phục Lễ;2014-09-16 08:34:29;;0
1164;07/10/1990;Đợt bí tích ngày 07 tháng 10 năm 1990;;0;Hòa Bình;2014-09-16 08:34:29;;0
